EventDate,EventTime,EventPlace,Magunitude,SeismicIntensity
2015/10/17,2時31分ごろ,橘湾,2.9,2
2015/10/13,23時59分ごろ,宮城県沖,4.4,2
2015/10/13,22時08分ごろ,長野県北部,2.5,1
2015/10/13,21時04分ごろ,宮城県沖,3.4,1
2015/10/13,13時24分ごろ,岩手県沖,4.3,1
2015/10/13,9時18分ごろ,宮古島近海,5,3
2015/10/13,9時00分ごろ,福島県沖,3.4,1
2015/10/13,4時40分ごろ,宮城県沖,3.7,1
2015/10/13,0時03分ごろ,茨城県北部,3,1
2015/10/12,14時42分ごろ,茨城県北部,3.4,1
2015/10/12,9時48分ごろ,宮城県沖,3.5,1
2015/10/11,17時11分ごろ,父島近海,3.9,1
2015/10/11,12時00分ごろ,宮城県沖,3.2,1
2015/10/11,11時20分ごろ,岐阜県飛騨地方,2.1,1
2015/10/11,11時12分ごろ,茨城県南部,3,1
2015/10/11,7時16分ごろ,根室半島南東沖,3.8,2
2015/10/10,5時32分ごろ,長野県北部,2.3,1
2015/10/9,1時01分ごろ,大隅半島東方沖,3.3,1
2015/10/8,23時45分ごろ,岩手県沖,3.3,1
2015/10/8,21時49分ごろ,青森県東方沖,3.3,1
2015/10/8,6時54分ごろ,愛媛県南予,3,1
2015/10/8,4時33分ごろ,岩手県沖,3.3,1
2015/10/7,16時46分ごろ,山梨県東部・富士五湖,3.2,2
2015/10/7,9時20分ごろ,宮城県沖,4.1,1
2015/10/7,5時25分ごろ,宮城県沖,3.8,1
2015/10/6,20時48分ごろ,宮城県沖,4,1
2015/10/6,19時17分ごろ,宮城県沖,4.4,2
2015/10/6,19時06分ごろ,宮城県沖,4.1,1
2015/10/6,18時32分ごろ,宮城県沖,4.9,3
2015/10/6,18時09分ごろ,岩手県沿岸北部,3.8,2
2015/10/6,2時18分ごろ,奈良県,3.3,3
2015/10/5,21時45分ごろ,茨城県沖,3.4,2
2015/10/5,21時28分ごろ,和歌山県北部,3.9,3
2015/10/5,19時55分ごろ,福島県沖,3.5,1
2015/10/5,19時24分ごろ,千葉県東方沖,3.6,1
2015/10/5,17時56分ごろ,釧路地方中南部,3,1
2015/10/5,9時14分ごろ,島根県東部,2.5,1
2015/10/5,4時39分ごろ,宮城県沖,4,1
2015/10/4,17時06分ごろ,宮城県沖,3.5,1
2015/10/4,11時58分ごろ,宮城県沖,3.5,1
2015/10/4,9時22分ごろ,トカラ列島近海,2.8,1
2015/10/4,4時35分ごろ,宮城県沖,3.9,2
2015/10/4,0時51分ごろ,沖縄本島近海,4.5,3
2015/10/3,23時31分ごろ,福島県沖,3.6,1
2015/10/3,23時19分ごろ,種子島近海,3.7,1
2015/10/3,8時29分ごろ,宮城県沖,3.8,2
2015/10/3,4時10分ごろ,鹿児島県薩摩地方,4.1,4
2015/10/3,4時09分ごろ,---,---,4
2015/10/2,20時36分ごろ,奄美大島近海,3.2,2
2015/10/2,18時19分ごろ,新潟県上中越沖,3.8,2
2015/10/2,15時11分ごろ,和歌山県南方沖,2.8,1
2015/10/2,12時10分ごろ,和歌山県北部,2.5,1
2015/10/2,5時39分ごろ,群馬県北部,2.2,1
2015/10/2,4時07分ごろ,奈良県,2.9,1
2015/10/1,22時42分ごろ,沖縄本島近海,4.1,2
2015/10/1,20時10分ごろ,茨城県沖,3.8,3
2015/10/1,11時27分ごろ,山形県置賜地方,3.4,1
2015/9/30,21時35分ごろ,与那国島近海,3.7,1
2015/9/30,11時53分ごろ,宮城県沖,4.1,2
2015/9/30,1時50分ごろ,青森県東方沖,3,1
2015/9/29,20時36分ごろ,三陸沖,4.7,1
2015/9/29,20時04分ごろ,長野県南部,2.6,1
2015/9/29,17時47分ごろ,三陸沖,5,1
2015/9/29,13時24分ごろ,種子島南東沖,4.3,1
2015/9/29,10時21分ごろ,長野県中部,3.1,2
2015/9/29,1時34分ごろ,岩手県沖,4,2
2015/9/28,13時10分ごろ,宮城県沖,3.5,1
2015/9/28,12時04分ごろ,千葉県東方沖,4.1,2
2015/9/28,10時40分ごろ,茨城県南部,3.1,1
2015/9/28,9時48分ごろ,千葉県北西部,3.6,1
2015/9/28,5時40分ごろ,熊本県熊本地方,2.1,1
2015/9/27,12時54分ごろ,茨城県沖,3.4,1
2015/9/27,0時44分ごろ,沖縄本島近海,3.1,1
2015/9/26,21時26分ごろ,山梨県東部・富士五湖,2.6,1
2015/9/26,20時22分ごろ,千葉県東方沖,4.2,2
2015/9/26,18時50分ごろ,苫小牧沖,4.4,2
2015/9/26,7時31分ごろ,福島県沖,3.9,1
2015/9/26,3時13分ごろ,福岡県筑後地方,3.3,3
2015/9/25,23時58分ごろ,和歌山県北部,2.4,1
2015/9/25,6時07分ごろ,青森県東方沖,3.7,1
2015/9/25,5時59分ごろ,神奈川県西部,1.6,1
2015/9/25,5時06分ごろ,---,---,3
2015/9/25,5時06分ごろ,宮城県沖,4.1,3
2015/9/24,19時58分ごろ,京都府南部,3.5,2
2015/9/24,19時10分ごろ,岩手県沖,3.8,2
2015/9/24,19時05分ごろ,三陸沖,4.6,1
2015/9/24,15時19分ごろ,秋田県内陸北部,3.7,3
2015/9/24,15時02分ごろ,秋田県内陸北部,2.9,2
2015/9/23,23時44分ごろ,栃木県南部,3.7,2
2015/9/23,20時37分ごろ,宮城県沖,3.5,1
2015/9/23,4時11分ごろ,岩手県沖,3.5,1
2015/9/22,21時53分ごろ,福島県中通り,2.8,1
2015/9/22,17時56分ごろ,茨城県沖,4.3,2
2015/9/22,16時00分ごろ,茨城県沖,4.1,2
2015/9/22,5時55分ごろ,茨城県南部,3.5,2
2015/9/21,19時15分ごろ,新潟県中越地方,2.3,1
2015/9/21,17時53分ごろ,トカラ列島近海,3.1,1
2015/9/21,16時20分ごろ,愛媛県南予,3.5,1
2015/9/21,10時48分ごろ,岩手県沖,3.7,1
2015/9/20,17時30分ごろ,宮城県沖,3.9,1
2015/9/20,9時17分ごろ,福島県沖,3.5,1
2015/9/16,5時53分ごろ,茨城県南部,3.9,3
2015/9/16,4時37分ごろ,台湾付近,5.5,1
2015/9/16,4時31分ごろ,長野県中部,2.7,2
2015/9/15,23時28分ごろ,滋賀県南部,3,1
2015/9/15,20時50分ごろ,福島県浜通り,3.8,2
2015/9/14,12時48分ごろ,小笠原諸島西方沖,4.5,1
2015/9/14,4時55分ごろ,岩手県沖,3.8,1
2015/9/13,20時27分ごろ,岐阜県飛騨地方,1.8,1
2015/9/13,16時03分ごろ,日向灘,3.5,1
2015/9/13,10時44分ごろ,長野県中部,2.6,1
2015/9/13,9時31分ごろ,宮城県沖,3.8,1
2015/9/13,0時18分ごろ,広島県北部,3.6,2
2015/9/12,22時38分ごろ,浦河沖,5.4,4
2015/9/12,22時23分ごろ,長野県中部,2.5,1
2015/9/12,11時45分ごろ,茨城県沖,4.6,3
2015/9/12,8時38分ごろ,岩手県沿岸南部,3.7,2
2015/9/12,5時49分ごろ,東京湾,5.3,5弱
2015/9/12,2時22分ごろ,福島県会津,2.3,1
2015/9/11,15時46分ごろ,根室半島南東沖,4.2,2
2015/9/11,9時08分ごろ,和歌山県南部,3.9,2
2015/9/11,8時25分ごろ,茨城県北部,2.8,1
2015/9/10,6時51分ごろ,千葉県東方沖,4,1
2015/9/9,16時56分ごろ,京都府南部,2.3,1
2015/9/9,13時45分ごろ,福島県沖,3.9,1
2015/9/9,5時22分ごろ,茨城県沖,3.4,1
2015/9/8,21時22分ごろ,茨城県沖,3.8,1
2015/9/8,20時46分ごろ,和歌山県北部,2.4,1
2015/9/8,20時22分ごろ,駿河湾,4.9,3
2015/9/8,12時31分ごろ,新潟県上越地方,2.9,2
2015/9/8,11時16分ごろ,福島県沖,4.1,2
2015/9/7,23時44分ごろ,有明海,2.1,1
2015/9/7,18時47分ごろ,千葉県東方沖,3.1,1
2015/9/7,13時44分ごろ,京都府南部,2.8,1
2015/9/7,11時33分ごろ,岩手県沖,4,1
2015/9/7,1時45分ごろ,福島県沖,4.1,2
2015/9/7,1時00分ごろ,熊本県熊本地方,2,1
2015/9/7,0時23分ごろ,石垣島近海,4.4,1
2015/9/6,13時02分ごろ,渡島地方東部,2.6,2
2015/9/6,11時49分ごろ,茨城県南部,3.1,1
2015/9/6,11時04分ごろ,石川県西方沖,4.2,3
2015/9/6,11時00分ごろ,岩手県沖,3.5,1
2015/9/6,8時53分ごろ,福島県浜通り,3.9,2
2015/9/6,3時26分ごろ,福島県浜通り,3.6,2
2015/9/5,19時35分ごろ,茨城県沖,3.8,1
2015/9/5,17時50分ごろ,長野県中部,2.5,1
2015/9/5,13時27分ごろ,宮城県沖,3.8,1
2015/9/5,13時18分ごろ,宮城県沖,4.4,2
2015/9/5,12時13分ごろ,宮城県沖,4.5,2
2015/9/5,11時28分ごろ,青森県下北地方,2.4,2
2015/9/4,13時49分ごろ,奄美大島北東沖,5.4,3
2015/9/4,7時19分ごろ,三陸沖,4.7,1
2015/9/4,6時14分ごろ,福島県会津,2.4,1
2015/9/4,6時04分ごろ,宮城県沖,3.8,2
2015/9/4,4時52分ごろ,八丈島東方沖,4.8,2
2015/9/4,2時36分ごろ,和歌山県北部,1.8,1
2015/9/4,1時52分ごろ,福島県沖,5,2
2015/9/3,14時02分ごろ,千葉県東方沖,3.3,1
2015/9/2,23時19分ごろ,伊豆大島近海,2.5,1
2015/9/2,22時56分ごろ,伊豆大島近海,3.6,2
2015/9/2,22時11分ごろ,長野県中部,2.3,1
2015/9/2,17時24分ごろ,北海道東方沖,4.2,1
2015/9/2,17時09分ごろ,北海道東方沖,4.2,1
2015/9/2,17時07分ごろ,根室半島南東沖,3.1,1
2015/9/2,16時17分ごろ,茨城県南部,3.9,2
2015/9/2,16時07分ごろ,四国沖,4.6,2
2015/9/1,19時24分ごろ,愛媛県南予,3.1,1
2015/9/1,18時40分ごろ,北海道北西沖,2.8,3
2015/9/1,17時51分ごろ,千葉県北西部,3.4,1
2015/9/1,9時22分ごろ,陸奥湾,2.4,1
2015/9/1,4時11分ごろ,長野県中部,2.7,1
2015/9/1,0時29分ごろ,静岡県西部,4.2,3
2015/9/1,0時24分ごろ,和歌山県北部,3.2,1
2015/8/31,22時56分ごろ,三陸沖,4.4,1
2015/6/15,7時22分ごろ,小笠原諸島西方沖,5.4,1
2015/6/15,5時59分ごろ,長野県北部,1.8,1
2015/6/14,13時18分ごろ,福島県沖,3.8,1
2015/6/14,11時16分ごろ,日高地方東部,3.2,1
2015/6/14,4時15分ごろ,徳島県北部,3.4,2
2015/6/13,12時33分ごろ,伊予灘,3.1,1
2015/6/13,5時55分ごろ,岩手県沖,4.6,3
2015/6/12,,,,
2015/6/11,21時42分ごろ,日向灘,3.1,1
2015/6/11,18時45分ごろ,西表島付近,3.4,1
2015/6/11,18時19分ごろ,種子島南東沖,4.7,2
2015/6/11,15時15分ごろ,福井県嶺北,3,1
2015/6/11,14時31分ごろ,網走地方,2,1
2015/6/11,14時29分ごろ,三陸沖,4.7,1
2015/6/11,13時56分ごろ,三陸沖,5.4,2
2015/6/11,13時54分ごろ,新島・神津島近海,3.4,2
2015/6/11,13時51分ごろ,三陸沖,5.7,3
2015/6/11,13時45分ごろ,三陸沖,5.8,2
2015/6/11,9時31分ごろ,岩手県沖,3.9,2
2015/6/11,9時29分ごろ,宮城県沖,3.9,2
2015/6/11,5時10分ごろ,茨城県沖,3.9,1
2015/6/11,5時06分ごろ,十勝沖,4.9,2
2015/6/11,4時50分ごろ,新潟県中越地方,1.8,1
2015/6/10,20時24分ごろ,千葉県東方沖,3.3,1
2015/6/10,19時25分ごろ,千葉県東方沖,4.3,2
2015/6/10,17時44分ごろ,三陸沖,4.8,1
2015/6/10,17時32分ごろ,三陸沖,5.6,2
2015/6/10,11時18分ごろ,熊本県天草・芦北地方,2.9,1
2015/6/10,8時38分ごろ,奄美大島北東沖,4.1,1
2015/6/10,8時07分ごろ,新島・神津島近海,3,1
2015/6/10,3時44分ごろ,青森県東方沖,4.3,1
2015/6/10,2時00分ごろ,青森県東方沖,3.7,1
2015/6/9,20時08分ごろ,青森県東方沖,3.9,1
2015/6/9,18時20分ごろ,天草灘,2.9,1
2015/6/9,16時10分ごろ,島根県東部,2.4,1
2015/6/9,16時06分ごろ,徳島県南部,3.1,2
2015/6/9,5時44分ごろ,茨城県南部,4.7,4
2015/6/8,23時20分ごろ,長崎県南西部,2.1,1
2015/6/8,20時43分ごろ,沖縄本島近海,3.4,1
2015/6/8,18時15分ごろ,宮古島近海,3.8,2
2015/6/8,15時01分ごろ,青森県東方沖,5.5,4
2015/6/8,14時25分ごろ,伊勢湾,2.6,1
2015/6/8,4時29分ごろ,沖縄本島北西沖,4.6,1
2015/6/8,1時14分ごろ,茨城県沖,3.4,1
2015/6/7,19時20分ごろ,根室半島南東沖,3.5,1
2015/6/7,9時06分ごろ,釧路地方中南部,3,2
2015/6/7,8時50分ごろ,釧路地方中南部,4.1,3
2015/6/7,6時15分ごろ,釧路地方中南部,2.2,1
2015/6/6,17時05分ごろ,釧路地方中南部,2.2,1
2015/6/6,16時28分ごろ,八丈島近海,4.6,1
2015/6/6,9時30分ごろ,西表島付近,3.4,1
2015/6/6,6時27分ごろ,千葉県東方沖,3,1
2015/6/5,19時36分ごろ,東京都２３区,3,1
2015/6/5,15時11分ごろ,宮城県沖,3.6,1
2015/6/5,8時52分ごろ,紀伊水道,4.2,2
2015/6/4,16時21分ごろ,釧路地方中南部,2.1,1
2015/6/4,14時36分ごろ,青森県東方沖,3.6,1
2015/6/4,14時03分ごろ,網走地方,3.2,3
2015/6/4,5時36分ごろ,釧路地方中南部,2.4,1
2015/6/4,4時51分ごろ,釧路地方中南部,2.8,2
2015/6/4,4時49分ごろ,釧路地方中南部,3.7,2
2015/6/4,4時34分ごろ,釧路地方中南部,5,5弱
2015/6/3,22時35分ごろ,熊本県熊本地方,2.2,1
2015/6/3,22時08分ごろ,釧路地方北部,2.2,1
2015/6/3,20時46分ごろ,兵庫県南東部,2.7,1
2015/6/3,20時39分ごろ,釧路地方北部,4,3
2015/6/3,8時21分ごろ,宮城県沖,3.6,1
2015/6/3,7時01分ごろ,茨城県沖,4.1,1
2015/6/3,6時13分ごろ,根室半島南東沖,2.8,1
2015/6/3,6時04分ごろ,父島近海,6,1
2015/6/3,3時39分ごろ,岩手県沖,3.7,1
2015/6/3,1時41分ごろ,東京都多摩東部,3.6,1
2015/6/2,17時50分ごろ,父島近海,4,1
2015/6/2,10時33分ごろ,奄美大島近海,3.3,1
2015/6/2,8時36分ごろ,沖縄本島近海,3.2,1
2015/6/2,1時06分ごろ,福島県沖,3.6,1
2015/6/1,22時55分ごろ,奄美大島近海,3.3,1
2015/6/1,19時16分ごろ,兵庫県南東部,3.7,2
2015/6/1,10時18分ごろ,沖縄本島近海,3.7,2
2015/6/1,9時49分ごろ,北海道東方沖,4.3,1
2015/6/1,2時52分ごろ,福井県嶺北,2.9,1
2015/5/31,17時14分ごろ,沖縄本島近海,3.6,2
2015/5/31,16時53分ごろ,茨城県南部,3,1
2015/5/31,7時50分ごろ,静岡県東部,2.3,1
2015/5/31,3時49分ごろ,鳥島近海,6.3,1
2015/5/31,2時22分ごろ,硫黄島近海,5.6,1
2015/5/31,1時26分ごろ,静岡県東部,2.8,2
2015/5/30,21時56分ごろ,茨城県北部,2.9,1
2015/5/30,20時23分ごろ,小笠原諸島西方沖,8.5,5強
2015/5/30,20時08分ごろ,茨城県北部,3,1
2015/5/30,16時39分ごろ,京都府南部,3,1
2015/5/30,15時43分ごろ,栃木県北部,2.9,1
2015/5/30,8時24分ごろ,宮城県沖,4,1
2015/5/30,1時06分ごろ,茨城県南部,4.8,4
2015/5/29,16時05分ごろ,茨城県沖,3.2,1
2015/5/29,12時57分ごろ,日向灘,3.3,2
2015/5/29,7時13分ごろ,千葉県東方沖,4.7,2
2015/5/29,2時51分ごろ,長野県北部,2.6,2
2015/5/29,1時08分ごろ,沖縄本島近海,3.2,1
2015/5/28,17時34分ごろ,津軽海峡,2.5,1
2015/5/28,16時57分ごろ,与那国島近海,4.7,1
2015/5/28,13時37分ごろ,長野県北部,2.5,1
2015/5/28,7時40分ごろ,静岡県東部,2.4,1
2015/5/28,2時58分ごろ,父島近海,4.6,1
2015/5/28,2時42分ごろ,大阪府北部,3.6,2
2015/5/27,19時10分ごろ,岐阜県美濃東部,2.6,1
2015/5/27,16時11分ごろ,福岡県筑後地方,4,3
2015/5/27,10時57分ごろ,茨城県沖,3.7,2
2015/5/27,10時51分ごろ,薩摩半島西方沖,4.1,1
2015/5/27,10時05分ごろ,千葉県東方沖,3.2,1
2015/5/27,7時23分ごろ,長野県北部,2.8,1
2015/5/26,19時47分ごろ,沖縄本島近海,3.6,1
2015/5/26,9時56分ごろ,与那国島近海,4.8,1
2015/5/26,9時20分ごろ,紀伊水道,2.4,1
2015/5/26,8時41分ごろ,茨城県北部,3.5,1
2015/5/26,7時09分ごろ,浦河沖,3.5,1
2015/5/26,1時35分ごろ,日向灘,4.3,2
2015/5/25,14時28分ごろ,埼玉県北部,5.6,5弱
2015/5/25,10時05分ごろ,千葉県東方沖,3.6,1
2015/5/25,8時58分ごろ,福島県沖,3.1,1
2015/5/25,5時58分ごろ,福井県嶺北,2.4,1
2015/5/25,3時38分ごろ,福島県会津,1.8,1
2015/5/24,20時59分ごろ,東京湾,2.9,2
2015/5/24,10時18分ごろ,兵庫県南東部,2.7,1
2015/5/24,6時41分ごろ,千葉県東方沖,4.1,2
2015/5/24,6時23分ごろ,三重県南東沖,3,1
2015/5/24,3時37分ごろ,岩手県沿岸北部,3.2,1
2015/5/24,0時42分ごろ,宮城県北部,2.8,1
2015/5/23,21時49分ごろ,浦河沖,3.6,1
2015/5/23,11時46分ごろ,沖縄本島近海,3.2,1
2015/5/23,8時00分ごろ,---,---,3
2015/5/23,8時00分ごろ,種子島近海,2.6,3
2015/5/22,23時58分ごろ,福島県沖,3.7,1
2015/5/22,22時28分ごろ,奄美大島近海,5.1,5弱
2015/5/22,14時44分ごろ,沖縄本島近海,3.7,2
2015/5/22,10時08分ごろ,苫小牧沖,3.9,1
